genres,id,original_language,overview,popularity,release_year,runtime,title,vote_average,vote_count,actors,director
"Action,Science Fiction,Adventure",1726,en,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",120.725053,2008,126,Iron Man,7.4,8776,"Robert Downey Jr.,Terrence Howard,Jeff Bridges,Shaun Toub,Gwyneth Paltrow,Faran Tahir,Paul Bettany,Leslie Bibb,Clark Gregg,Will Lyman,Jon Favreau,Samuel L. Jackson,Stan Lee,Tom Morello,Jim Cramer,Sayed Badreya,Bill Smitrovich,Peter Billingsley,Tim Guinee,Marco Khan,Daston Kalili,Ido Ezra,Kevin Foster,Garret Noël,Eileen Weisinger,Ahmed Ahmed,Fahim Fazli,Gerard Sanders,Tim Rigby,Russell Richardson,Nazanin Boniadi,Thomas Craig Plumer,Robert Berkman,Stacy Stas,Lauren Scyphers,Frank Nyi,Marvin Jordan,Donna Evans,Reid Harper,Summer Kylie Remington,Ava Rose Williams,Vladimir Kubr,Callie Croughwell,Javan Tahir,Sahar Bibiyan,Patrick O'Connell,Adam Harrington,Meera Simhan,Ben Newmark,Ricki Lander,Jeannine Kaspar,Sarah Cahill,Justin Rex,Zorianna Kit,Lana Kinnear,Nicole Lindeblad,Masha Lund,Gabrielle Tuite,Tim Griffin,Joshua Harto,Micah A. Hauptman,James Bethea,Jeffrey Ashkin,Russell Bobbitt,Vianessa Castaños,Mike Cochrane,Crystal Marie Denha,Mellany Gandara,Halla,Rodrick Hersh,Kristin J. Hooper,Chris Jalandoni,Steve Janousek,Laura Liguori,Flavia Manes Rossi,Anthony Martins,Robert McMurrer,James M. Myers,America Olivo,Sylvette Ortiz,Brett Padelford,Ajani Perkins,Chris Reid,Toi Rose,George F. Watson,David Zyler,Nick W. Nicholson",Jon Favreau
"Adventure,Drama,Family",44826,en,"Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.",32.319043,2011,126,Hugo,7.0,2141,"Ben Kingsley,Sacha Baron Cohen,Asa Butterfield,Chloë Grace Moretz,Ray Winstone,Emily Mortimer,Christopher Lee,Helen McCrory,Michael Stuhlbarg,Frances de la Tour,Richard Griffiths,Jude Law,Kevin Eldon,Gulliver McGrath,Angus Barnett,Edmund Kingsley,Max Wrottesley,Marco Aponte,Christos Lawton,Ben Addis,Lasco Atkins,Graham Curry,Eric Haldezos,Hugo Malpeyre,Gino Picciano,Michael Pitt,Martin Scorsese,Brian Selznick",Martin Scorsese
"Action,Adventure,Comedy,Science Fiction,Western",8487,en,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,40.748915000000004,1999,106,Wild Wild West,5.1,1020,"Will Smith,Kevin Kline,Kenneth Branagh,Salma Hayek,M. Emmet Walsh,Ted Levine,Frederique van der Wal,Musetta Vander,Sofia Eng,Garcelle Beauvais,Bai Ling,Rodney A. Grant,E.J. Callahan,Debra Christofferson,Buck Taylor,James Lashly,Dean Rader Duval,Jerry Wills,Mike H. McGaughy,Christian Aubert,Orestes Matacena,Ian Abercrombie,Ismael 'East' Carlo,Bob Rumnock,Gary Carlos Cervantes,Jerry Potter,Mik Scriba,Michael Sims,Natalie Fabry",Barry Sonnenfeld
"Adventure,Action,Fantasy",1735,en,"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.",60.034162,2008,112,The Mummy: Tomb of the Dragon Emperor,5.2,1387,"Brendan Fraser,Jet Li,John Hannah,Maria Bello,Luke Ford,Michelle Yeoh,Isabella Leong,Anthony Wong,Russell Wong,Liam Cunningham,David Calder,Jessey Meng,Tian Liang,Albert Kwan,Wu Jing",Rob Cohen
"Action,Adventure,Crime,Fantasy,Science Fiction",297761,en,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",90.23791999999999,2016,123,Suicide Squad,5.9,7458,"Will Smith,Margot Robbie,Joel Kinnaman,Viola Davis,Jared Leto,Jai Courtney,Jay Hernandez,Adewale Akinnuoye-Agbaje,Cara Delevingne,Karen Fukuhara,Adam Beach,Ike Barinholtz,Scott Eastwood,Common,David Harbour,Jim Parrack,Alex Meraz,Corina Calderon,Robin Atkin Downes,Shailyn Pierre-Dixon,Matt Baram,Alain Chanoine,Ted Whittall,Michael Murray,Jaime FitzSimons,Ben Affleck,Ezra Miller,Christopher Dyson,Bambadjan Bamba,Robert B. Kennedy,Billy Otis,James McGowan,Derek Perks,Aidan Devine,Andrew Bee,Clive McLean,Frank J. Zupancic,Kent Sheridan,Roger Shank,Dwight Ireland,Amanda Brugel,Peter Tufford Kennedy,Rosemary De Los Santos,Kevin Hanchard,Joel Lacoursiere,Jameson Kraemer,Ho Chow,Birgitte Solem,Kevin Vance,Tyler Grey,Nathan Brown,Kenneth Choi,Nicolas Van Burek,Agueda Cardenas,Daniela Uruena,Nicolas Uruena,Ariane Bellamar,Murray Urquhart,Alyssa Veniece,Tim Ajro,Devlin Anderson,Briana Andrade-Gomes,Raffi Atamian,John Byers,Heather Byrne,Corey Chainey,Shak Chaudhry,James Chilli Chillingworth,Andrew Christie,Alex Chung,Gavin R. Downes,Reid Eastwood,Scott Edgecombe,Brendan Egan,Jeff Ellenberger,Mark Falvo,Tatyana Figueiredo,Gary 'Si-Jo' Foo,Tazito Garcia,Brianna Goldie,Ryan Groves,William Hainsworth,Shawn J. Hamilton,Shane Harbinson,Fatimah Hassan,Dexter Howe,Melanie Hubert,David Ingram,Shane Clinton Jarvis,Actor Sergio Kato,Kevin Kent,Martin Kessler,Melissa Lem,John MacDonald,Stephanie Manchulenko,Matthew Mease,Christopher Meneses,Valiant Michael,Sabine Mondestin,Justin Moses,Drew Moss,Afsheen Olyaie,Dan Petronijevic,Alisha Phillips,Tamina Pollack-Paris,Michael Prather,Dennisha Pratt,Asad Que,Mark Quigley,Darryl Quon,Diezel Ramos,Hugh Scott,Jasmine Sean,Attila Sebesy,Rick Silver,Connor Skific,Jamie Soricelli,Amos Stern,Goran Stjepanovic,Vivienne Taylor,Jasmine Renée Thomas,Alen Toric,Dallas Wade,Joe Warshaw,Tony Watt,James Weicht,Taylor Whittaker,Robert L. Wilson",David Ayer
"Fantasy,Comedy,Family",2698,en,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,27.082182,2007,96,Evan Almighty,5.3,1151,"Steve Carell,Lauren Graham,John Goodman,Jimmy Bennett,John Michael Higgins,Morgan Freeman,Wanda Sykes,Graham Phillips,Johnny Simmons,Jonah Hill,Ed Helms,Dean Norris,James Newman,Molly Shannon,Lucia Forte,Harry S. Murphy,Don Dowe,Maile Flanagan",Tom Shadyac
"Action,Science Fiction",137113,en,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",79.456485,2014,113,Edge of Tomorrow,7.6,4858,"Tom Cruise,Emily Blunt,Brendan Gleeson,Bill Paxton,Jonas Armstrong,Tony Way,Kick Gurry,Franz Drameh,Dragomir Mrsic,Charlotte Riley,Masayoshi Haneda,Terence Maynard,Noah Taylor,Lara Pulver,Madeleine Mantock,Marianne Jean-Baptiste,Jeremy Piven,Beth Goddard,Assly Zandry,Sebastian Blunt,Ronan Summers,Aaron Romano,Usman Akram,Bentley Kalu,Mairead McKinley,Andrew Neil,Martin Hyder,Tommy Campbell,John Dutton,Harry Landis,Rachel Handshaw,Martin McDougall,Anna Botting,Jane Hill,Erin Burnett,Dany Cushmaro,David Kaye,Elaine Caulfield,Lee Asquith-Coe,Stuart Matthews",Doug Liman
"Adventure,Action",9804,en,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back.",44.640291999999995,1995,135,Waterworld,5.9,992,"Kevin Costner,Chaim Girafi,Rick Aviles,R. D. Call,Zitto Kazann,Jeanne Tripplehorn,Dennis Hopper,Jack Black,Zakes Mokae,Jack Kehler,Tina Majorino,Rita Zohar,Gerard Murphy,Michael Jeter,Kim Coates",Kevin Reynolds
"Adventure,Action,Thriller,Science Fiction",14869,en,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",32.852443,2009,118,G.I. Joe: The Rise of Cobra,5.6,1962,"Dennis Quaid,Channing Tatum,Marlon Wayans,Sienna Miller,Joseph Gordon-Levitt,Saïd Taghmaoui,Christopher Eccleston,Adewale Akinnuoye-Agbaje,Lee Byung-hun,Rachel Nichols,Ray Park,Arnold Vosloo,Kevin J. O'Connor,Grégory Fitoussi,Jonathan Pryce,Leo Howard,Brandon Soo Hoo,Gerald Okamura,Karolina Kurkova,David Murray,Brendan Fraser,Frederic Doss,Peter Breitmayer",Stephen Sommers
"Drama,Comedy,Animation,Family",150540,en,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",128.65596399999998,2015,94,Inside Out,8.0,6560,"Amy Poehler,Phyllis Smith,Richard Kind,Bill Hader,Lewis Black,Mindy Kaling,Kaitlyn Dias,Diane Lane,Kyle MacLachlan,Paula Poundstone,Bobby Moynihan,Paula Pell,Dave Goelz,Frank Oz,Josh Cooley,Flea,John Ratzenberger,Carlos Alazraqui,Peter Sagal,Rashida Jones,Lori Alan,Gregg Berger,Aurora Blue,Veronika Bonell,Lola Cooley,John Cygan,Dani Dare,Andrea Datzman,Ronnie del Carmen,Pete Docter,Keith Ferguson,Tony Fucile,Mary Gibbs,Randy Hahn,Carter Hastings,Jacob Hopkins,Emma Hudak,Evan Hudak,Dara Iruka,Molly Jackson,Daniella Jones,Sophia Lee Karadi,Elissa Knight,Erik Langley,Dawnn Lewis,Sherry Lynn,Tony Maki,Mona Marshall,Laraine Newman,Bret 'Brook' Parker,Paula Pell,Nick Pitera,Phil Proctor,Murray Pearl Schaeffer,Patrick Seitz,Paris Van Dyke,James Kevin Ward,Lennon Wynn,Dash Zamm,Bob Bergen,Teresa Ganzel,Jess Harnell,Danny Mann,Mickie McGowan,Jan Rabson",Pete Docter
"Family,Adventure,Drama,Fantasy",278927,en,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo.",94.19931600000001,2016,106,The Jungle Book,6.7,2892,"Neel Sethi,Bill Murray,Ben Kingsley,Idris Elba,Scarlett Johansson,Christopher Walken,Lupita Nyong'o,Giancarlo Esposito,Garry Shandling,Jon Favreau,Sam Raimi,Russell Peters,Brighton Rose,Emjay Anthony,Max Favreau,Chloe Hechter,Asher Blinkoff,Knox Gagnon,Sasha Schreiber,Kai Schreiber,Madeleine Favreau,Ritesh Rajan,Kendrick Reyes,Sara Arrington,Artie Esposito,Allan Trautman,Dee Bradley Baker,Sean W. Johnson,Daz Crawford,Bugs Bhargava",Jon Favreau
"Adventure,Action,Science Fiction",10138,en,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",77.30019399999999,2010,124,Iron Man 2,6.6,6849,"Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle,Scarlett Johansson,Mickey Rourke,Sam Rockwell,Samuel L. Jackson,Clark Gregg,John Slattery,Garry Shandling,Paul Bettany,Kate Mara,Leslie Bibb,Jon Favreau,Christiane Amanpour,Philippe Bergeron,James Bethea,Michael Bruno,Kate Clark,Luminita Docan,François Duhamel,Larry Ellison,Adam Goldstein,Tim Guinee,Eric L. Haney,Ali Khan,Evgeniy Lazarev,Stan Lee,Isaiah Guyman Martin IV,Helena Mattsson,Keith Middlebrook,Anya Monzikova,Margy Moore,Olivia Munn,Elon Musk,Bill O'Reilly,Alejandro Patino,Davin Ransom,Karim Saleh,Brian Schaeffer,Phillipe Simon,Jack White,Melanie Brown,Krystal Ellsworth,Victoria Gracie,Gina Cantrell,Renee Herlocker,Jill Ann Pineda-Arnold,Sandy Colton,Annika Ihnat,Jenny Robinson,Lindsay Dennis,Jennifer D. Johnson,Lindsay Rosenberg,Hannah Douglass,Brooke Long,Rachele Brooke Smith,Nadine Ellis,Kylette Zamora,Ted Alderman,Donessa Alexander,Martin Andris,Cassity Atkins,Gregory Baldi,Elya Beer,Ayelet Ben-Shahar,Jordan Bobbitt,Chris Borden,Pete Brown,Basilina Butler,John Ceallach,Katie Cleary,Ajarae Coleman,Rick L. Dean,Timothy 'TJ' James Driscoll,Jasmine Dustin,Mark Casimir Dyniewicz,Sam Felman,Caitlin Gallo,Shakira Vanise Gamble,Paul Grace,James Granville,Kathryn Henzler,Jennifer Lynne Johnson,Mark Kubr,Cameron Lee,Jee-Yun Lee,Waymond Lee,Mathew Lorenceau,Christopher Maleki,Richard Markman,Bryan McCoy,Ed Moy,Delka Nenkova,Tony Nevada,Allison Ochmanek,Nicolas Pajon,H.E. Victor J.W. Pekarcik III,Erin Pickett,Olivia Presley,Steven James Price,Kiana Prudhont,Kristin Quick,Tanner Alexander Redman,Tanoai Reed,Kelly Sarah,Torin Sixx,Peter Trenholm Smith,Grace Stanley,Doug Swander,Michael A. Templeton,Rosa Tyabji,Peter Sebastian Wrobel,Maria Zambrana,Nick W. Nicholson",Jon Favreau
"Adventure,Fantasy,Drama",58595,en,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",77.178973,2012,127,Snow White and the Huntsman,5.8,3118,"Kristen Stewart,Charlize Theron,Chris Hemsworth,Sam Claflin,Ian McShane,Ray Winstone,Nick Frost,Toby Jones,Eddie Marsan,Bob Hoskins,Sam Spruell,Johnny Harris,Brian Gleeson,Vincent Regan,Noah Huntley,Liberty Ross,Christopher Obi,Lily Cole,Rachael Stirling,Hattie Gotobed,Raffey Cassidy,Xavier Atkins,Izzy Meikle-Small,Anastasia Hille,Elliot Reeve,Mark Wingett,Jamie Blackley,Dave Legeno,Greg Hicks,Peter Ferdinando,Andrew Hawley,Joey Ansah,Gregor Truter,Tom Mullion,Darren Kent,Matt Berry",Rupert Sanders
"Fantasy,Adventure,Action,Family,Romance",102651,en,"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.",110.62064699999999,2014,97,Maleficent,7.0,4496,"Angelina Jolie,Elle Fanning,Sharlto Copley,Sam Riley,Juno Temple,Imelda Staunton,Lesley Manville,Brenton Thwaites,Isobelle Molloy,Miranda Richardson,Jamie Sives,Toby Regbo,Kenneth Cranham,Hannah New,Ella Purnell,Sarah Flind,Jackson Bews,Angus Wright,Oliver Maltman,Gary Cargill,John O'Toole,Harry Attwell,Anthony May,James Hicks,Stephan Chase,Mark Caven,Chris Leaney,Jamie Maclachlan,Vivienne Jolie-Pitt,Eleanor Worthington-Cox,John MacMillan,Tim Treloar,Peter G. Reed,Marama Corlett,Liam McKenna,Steven Cree,Sandy Fox,Janet McTeer,Karen Anderson,Lasco Atkins,James Ayling,Laura Black,Sophie-Anna Brough,Alfred Camp,Raf Cross,Nick Donald,Terri Douglas,Damon Driver,Josh Dyer,Stephanie Elstob,Ellis Fuller,Craig Garner,Alexander Gillison,Victoria Gugenheim,Daniel Harland,Kara Lily Hayworth,John Heartstone,Matt Hookings,Craig Izzard,Ceri Jerome,Zahara Jolie-Pitt,Lee Edward Jones,Hrvoje Klecz,Alex Marek,João Costa Menezes,Karen Mkrtchyan,Matthew John Morley,Steven John Nice,Edd Osmond,Jo Osmond,Andrew James Porter,Guy Potter,Marc Rolfe,Jd Roth-round,Julian Seager,Peter Stacey,Daniel Stisen,Richard Summers-Calvert,Leo Suter,Tom Swacha,Daniel Westwood,Christian Wolf-La'Moy ",Robert Stromberg
"Science Fiction,Action,Drama,Thriller",119450,en,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",243.79174300000003,2014,130,Dawn of the Planet of the Apes,7.3,4410,"Andy Serkis,Jason Clarke,Gary Oldman,Keri Russell,Toby Kebbell,Kodi Smit-McPhee,Kirk Acevedo,Judy Greer,Terry Notary,Karin Konoval,Larramie Doc Shaw,Nick Thurston,Jocko Sims,Enrique Murciano,Keir O'Donnell,Lee Ross,Lombardo Boyar,Kevin Rankin,Jon Eyez,Richard King,Lucky Johnson,Al Vicente,Matthew James,Scott Lang,Deneen Tyler,Mustafa Harris,Mike Seal,J.D. Evermore,Chase Boltin,Michael Papajohn,Thomas Rosales, Jr.,Carol Sutton,Christopher Berry",Matt Reeves
"Action,Adventure,Science Fiction,Romance",79698,en,"The Lovers is an epic romance time travel adventure film. Helmed by Roland Joffé from a story by Ajey Jhankar, the film is a sweeping tale of an impossible love set against the backdrop of the first Anglo-Maratha war across two time periods and continents and centred around four characters — a British officer in 18th century colonial India, the Indian woman he falls deeply in love with, an American present-day marine biologist and his wife.",2.418535,2015,109,The Lovers,4.8,34,"Josh Hartnett,Simone Kessell,Tamsin Egerton,Alice Englert,Bipasha Basu,Abhay Deol,Tehmina Sunny,Shane Briant,Steve Nicolson,Atul Kulkarni,Om Puri,Roshan Seth,Mahesh Jadu,Andrea Deck,James Mackay,Aegina De Vas,Anna McNiven,Bryan Probets,Vijay Thombre",Roland Joffé
"Drama,Action,Adventure,Fantasy",64686,en,"Based on the original 1941 movie from Japan, and from ancient Japan’s most enduring tale, the epic 3D fantasy-adventure 47 Ronin is born.  Keanu Reeves leads the cast as Kai, an outcast who joins Oishi (Hiroyuki Sanada), the leader of the 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honor to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.",41.796339,2013,119,47 Ronin,5.9,1326,"Keanu Reeves,Hiroyuki Sanada,Kou Shibasaki,Tadanobu Asano,Min Tanaka,Rinko Kikuchi,Jin Akanishi,Masayoshi Haneda,Hiroshi Sogabe,Takato Yonemoto,Shû Nakajima,Hiroshi Yamada,Cary-Hiroyuki Tagawa,Tanroh Ishida,Yorick van Wageningen,Ron Bottitta,Natsuki Kunimoto,Togo Igawa,Akira Koieyama,Haruka Abe,Clyde Kusatsu,Junichi Kajioka,Masashi Fujimoto,Neil Fingleton",Carl Rinsch
"Action,Adventure,Science Fiction",100402,en,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",72.22526500000001,2014,136,Captain America: The Winter Soldier,7.6,5764,"Chris Evans,Samuel L. Jackson,Scarlett Johansson,Robert Redford,Sebastian Stan,Anthony Mackie,Cobie Smulders,Frank Grillo,Maximiliano Hernández,Emily VanCamp,Hayley Atwell,Toby Jones,Stan Lee,Callan Mulvey,Jenny Agutter,Bernard White,Alan Dale,Chin Han,Garry Shandling,Georges St-Pierre,Salvator Xuereb,Brian Duffy,Zack Duhame,Adetokumboh M'Cormack,Christopher George Sarris,Aaron Himelstein,Allan Chanes,Joe Russo,Christopher Markus,Stephen McFeely,Pat Healy,Ed Brubaker,D.C. Pierson,Danny Pudi,Bernie Zilinskas,Branka Katić,Angela Russo-Otstot,Jon Sklaroff,Chad Todhunter,Abigail Marlowe,Jeremy Maxwell,Emerson Brooks,Evan Parke,Ricardo Chacon,Griffin M. Allen,Ann Russo,Joe Rosalina,Michael Debeljak,Eddie J. Fernandez,Jody Hart,Steven Culp,Derek Hughes,Wendy Hoopes,Ethan Rains,Dominic Rains,Charles Wittman,Andy Martinez, Jr.,Michael De Geus,Terence O'Rourke,Anne Grimenstein,Dante Rosalina,Robert Clotworthy,June Christopher,Gary Sinise,Dean Barlage,Henry Goodman,Thomas Kretschmann,Elizabeth Olsen,Debbie Scaletta,Aaron Taylor-Johnson","Anthony Russo,Joe Russo"
