genres,id,original_language,overview,popularity,release_year,runtime,title,vote_average,vote_count,actors,director
Action,168259,en,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,102.32221700000001,2015,137,Furious 7,7.3,4176,"Vin Diesel,Paul Walker,Dwayne Johnson,Michelle Rodriguez,Tyrese Gibson,Ludacris,Jordana Brewster,Djimon Hounsou,Tony Jaa,Ronda Rousey,Nathalie Emmanuel,Kurt Russell,Jason Statham,Sung Kang,Gal Gadot,Lucas Black,Elsa Pataky,Noel Gugliemi,John Brotherton,Luke Evans,Ali Fazal,Miller Kimsey,Charlie Kimsey,Eden Estrella,Gentry White,Iggy Azalea,Jon Lee Brody,Levy Tran,Anna Colwell,Viktor Hernandez,Steve Coulter,Robert Pralgo,Antwan Mills,J.J. Phillips,Jorge Ferragut,Sara Sohn,Benjamin Blankenship,D.J. Hapa,T-Pain,Brian Mahoney,Brittney Alger,Romeo Santos,Jocelin Donahue,Stephanie Langston,Jorge-Luis Pallo,Tego Calderón,Nathalie Kelley,Shad Moss,Don Omar,Klement Tinaj,Caleb Walker,Cody Walker",James Wan
"Action,Drama,Horror,Science Fiction,Thriller",72190,en,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",81.834855,2013,116,World War Z,6.7,5560,"Brad Pitt,Mireille Enos,Abigail Hargrove,Sterling Jerins,James Badge Dale,Elyes Gabel,David Andrews,Daniella Kertesz,Ludi Boeken,Fana Mokoena,Fabrizio Zacharee Guido,David Morse,Matthew Fox,Peter Capaldi,Moritz Bleibtreu,Ruth Negga,Pierfrancesco Favino,Konstantin Khabenskiy,Troy Glasgow,Nick Bartlett,Julia Levy-Boeken,Ann Ogbomo",Marc Forster
"Action,Adventure,Fantasy,Science Fiction",127585,en,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,118.07869099999999,2014,131,X-Men: Days of Future Past,7.5,6032,"Hugh Jackman,James McAvoy,Michael Fassbender,Jennifer Lawrence,Halle Berry,Anna Paquin,Ellen Page,Peter Dinklage,Ian McKellen,Patrick Stewart,Nicholas Hoult,Kelsey Grammer,Shawn Ashmore,Omar Sy,Evan Peters,Josh Helman,Daniel Cudmore,Fan Bingbing,Adan Canto,Booboo Stewart,Famke Janssen,James Marsden,Lucas Till,Evan Jonigkeit,Len Wein,Chris Claremont,Michael Lerner,Gregg Lowe,Mark Camacho,Bryan Singer,Brendan Pedder,Harry Standjofski,Mike Dopud,Andreas Apergis,Robert Montcalm,Jaa Smith-Johnson,Alex Ivanovici,François Paquette,Zabryna Guevara,Zehra Leverman,Angela Galuppo,Victor Cornfoot,Brent Skagford,Kyle Gatehouse,Taris Tyler,Darryl Scheelar,Thai-Hoa Le,Johnny Tran,Gregory Hlady,Julian Casey,Robert Crooks,Matt Cooke,Tim Post,Jason Deline,Karine Vanasse,Pierre LeBlanc,Jude Beny,Arthur Holden,Sean Curley,Susanna Fournier,Andrew Peplowski,Moe Jeudy-Lamour,Neil Napier,Mizinga Mwinga,Jimmy Chan",Bryan Singer
"Action,Adventure,Science Fiction",54138,en,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",78.29101800000001,2013,132,Star Trek Into Darkness,7.4,4418,"Chris Pine,Zachary Quinto,Zoe Saldana,Karl Urban,Simon Pegg,John Cho,Benedict Cumberbatch,Anton Yelchin,Bruce Greenwood,Peter Weller,Alice Eve,Noel Clarke,Nazneen Contractor,Amanda Foreman,Aisha Hinds,Joseph Gatt,Sean Blakemore,Nick E. Tarabay,Beau Billingslea,Deep Roy,Chris Hemsworth,Jack Laufer,Katie Cockrell,Kellie Cockrell,Jennifer Morrison,Leonard Nimoy,Kimberly Arland,Jonathan Dixon,Jeremy Raymond,Jay Scully,Tony Guma,Anjini Taneja Azhar,Jason Matthew Smith,Seth Ayott,Marco Sanchez,Lee Reherman,Scott Lawrence,Usman Ally,Nolan North,James Hiroyuki Liao,Rob Moran,Akiva Goldsman,Gianna Simone,Rene Rosado,Berit Francis,Benjamin P. Binswanger,Christopher Doohan,Andy Demetrio,Jacquelynn King,Long Tran,Ningning Deng,Jodi Johnston,Colleen Harris,Jeff Chase,Ser'Darius Blain,Heather Langenkamp,Melissa Paulo,Cynthia Addai-Robinson,Monisola Akiwowo,Paul K. Daniel,Drew Grey,David C. Waite,Douglas Weng,Charlie Haugk,Max Chernov,Marc Primiani,Jesper Inglis,Jacob Rhodes,Kentucky Rhodes,Anthony Wilson,Eric Greitens,Melissa Steinman,Adam McCann,Jon Orvasky,Gerald W. Abrams,James McGrath,Brian T. Delaney,Arlen Escarpeta,Joe Moses,Kevin Michael Richardson,David Sobolov,Matthew Wood,Fred Tatasciore,Kiff VandenHeuvel,Audrey Wasilewski,Bill Hader,Tom Archdeacon,Jon Lee Brody,Britanni Johnson,Hiram A. Murray,Chris Gardner,Julianne Buescher,Joe Hanna,David Acord,Ellie Newlands,Candice Renee,Emily Towers,Gina Hirsch",J.J. Abrams
"Action,Family,Fantasy",81005,en,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",43.349855,2013,114,Jack the Giant Slayer,5.5,2598,"Nicholas Hoult,Eleanor Tomlinson,Ewan McGregor,Stanley Tucci,Ian McShane,Eddie Marsan,Ewen Bremner,Warwick Davis,Bill Nighy,Ralph Brown,Andrew Brooke,Ben Daniels,Daniel Lapaine,Christian Wolf-La'Moy ,Duncan JC Mais ,Santi Scinelli ,Caroline Hayes,Angus Barnett,Alex MacQueen,Tandi Wright,Lee Boardman,Christopher Fairbank,Cornell John",Bryan Singer
"Drama,Romance",64682,en,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",61.196070999999996,2013,143,The Great Gatsby,7.3,3769,"Leonardo DiCaprio,Tobey Maguire,Carey Mulligan,Joel Edgerton,Elizabeth Debicki,Isla Fisher,Jason Clarke,Amitabh Bachchan,Callan McAuliffe,Adelaide Clemens,Steve Bisley,Richard Carter,Vince Colosimo,Max Cullen,Mal Day,Charlize Skinner,Brendan Maclean,Kate Mulvany,Kahlia Greksa,Garrett William Fountain,David Furlong,Daniel Gill,Iota,Barry Otto,John O'Connell,Ben McIvor,Brian Rooney,Gemma Ward,Goran D. Kleut,Denning Isles,Ryan Cooper",Baz Luhrmann
"Adventure,Fantasy,Action,Romance",9543,en,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",62.169881000000004,2010,116,Prince of Persia: The Sands of Time,6.2,2317,"Jake Gyllenhaal,Gemma Arterton,Ben Kingsley,Alfred Molina,Steve Toussaint,Toby Kebbell,Richard Coyle,Ronald Pickup,Reece Ritchie,Gísli Örn Garðarsson,Claudio Pacifico,Thomas DuPont,Farzana Dua Elahe",Mike Newell
"Action,Science Fiction,Adventure",68726,en,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",56.523205000000004,2013,131,Pacific Rim,6.7,4794,"Idris Elba,Charlie Hunnam,Charlie Day,Ron Perlman,Burn Gorman,Rinko Kikuchi,Max Martini,Robert Maillet,Robert Kazinsky,Larry Joe Campbell,Brad William Henke,Clifton Collins Jr,Diego Klattenhoff,Santiago Segura,Jane Watson,Jung-Yul Kim,Heather Doerksen,Joshua Peace,Mana Ashida,Joe Pingue,Milton Barnes,Brian Frank,Ellen McLain,David Fox,Jake Goodman,Robin Thomas,Julian Barnes,David Richmond-Peck,Sebastian Pigott,Victoria Marie,J.C. Kenny,Robert Morse,Mike Chute,Duncan McLeod,Louis Paquette,Matthew G. Taylor,Frank Nakashima,Terry Belleville,Farzad Sadrian,Mishu Vellani,Clive Walton,Peter Kosaka,Yiren Stark",Guillermo del Toro
"Action,Science Fiction,Adventure",38356,en,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",28.529607000000002,2011,154,Transformers: Dark of the Moon,6.1,3299,"Shia LaBeouf,John Malkovich,Ken Jeong,Frances McDormand,Josh Duhamel,Tyrese Gibson,Hugo Weaving,Leonard Nimoy,John Turturro,Rosie Huntington-Whiteley,Patrick Dempsey,Alan Tudyk,Peter Cullen,Glenn Morshower,Charlie Adler,Robert Foxworth,James Remar,Frank Welker,Jess Harnell,Tom Kenny,Reno Wilson,Ron Bottitta,Scott Krinsky,John DiMaggio,Julie White,Kevin Dunn,Keith Szarabajka,George Coe,Derek Miller,Katherine Sigismund,David Hill,Andrew Daly,Lester Speight,Buzz Aldrin,Bill O'Reilly,Mark Ryan,Francesco Quinn,Frank Welker,Stephen Monroe Taylor",Michael Bay
"Adventure,Action",217,en,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.",75.674458,2008,122,Indiana Jones and the Kingdom of the Crystal Skull,5.7,2495,"Harrison Ford,Cate Blanchett,Shia LaBeouf,Ray Winstone,Karen Allen,John Hurt,Jim Broadbent,Andrew Divoff,Igor Jijikine,Pavel Lychnikoff,Alan Dale,Ernie Reyes, Jr.,Dimitri Diatchenko,Ilia Volok,Emmanuel Todorov,Venya Manzyuk,Joel Stoffer,Neil Flynn,V.J. Foster,Chet Hanks,Brian Knutson,Dean Grimes,Sasha Spielberg,Nicole Luther,Sophia Stewart,Chris Todd,Dennis Nusbaum,T. Ryan Mooney,Audi Resendez,Helena Barrett,Carlos Linares,Gustavo Hernandez,Maria Luisa Minelli,Nito Larioza,Jon Valera,Kevin Collins,Robert Baker,Steven A. Miller",Steven Spielberg
"Adventure,Animation,Family",105864,en,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,51.692953,2015,93,The Good Dinosaur,6.6,1736,"Raymond Ochoa,Jack Bright,Jeffrey Wright,Frances McDormand,Maleah Nipay-Padilla,Ryan Teeple,Jack McGraw,Marcus Scribner,Peter Sohn,Steve Zahn,Mandy Freund,Steven Clay Hunter,A.J. Buckley,Anna Paquin,Sam Elliott,David Boat,Carrie Paff,Calum Grant,John Ratzenberger",Peter Sohn
"Animation,Adventure,Comedy,Family,Action,Fantasy",62177,en,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",125.114374,2012,93,Brave,6.7,4641,"Kelly Macdonald,Julie Walters,Billy Connolly,Emma Thompson,Kevin McKidd,Craig Ferguson,Robbie Coltrane,Peigi Barker,Steven Cree,Steve Purcell,Callum O'Neill,Patrick Doyle,John Ratzenberger,Sally Kinghorn,Eilidh Fraser","Brenda Chapman,Mark Andrews,Steve Purcell"
"Action,Adventure,Science Fiction",188927,en,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",65.352913,2016,122,Star Trek Beyond,6.6,2568,"Chris Pine,Zachary Quinto,Karl Urban,Simon Pegg,Zoe Saldana,John Cho,Anton Yelchin,Sofia Boutella,Idris Elba,Joe Taslim,Lydia Wilson,Sara Forsberg,Deep Roy,Melissa Roxburgh,Shohreh Aghdashloo,Greg Grunberg,Danny Pudi,Kim Kold,Anita Brown,Doug Jung,Dan Payne,Shea Whigham,Jeff Bezos,Fiona Vroom,Priya Rajaratnam,Adam DiMarco,Roxanne Fernandes,Fraser Aitcheson,Matthew MacCaull,Emy Aneke,Jennifer Cheon,Jarod Joseph,Jeremy Raymond",Justin Lin
"Animation,Family",10681,en,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",66.390712,2008,98,WALL·E,7.8,6296,"Ben Burtt,Elissa Knight,Jeff Garlin,Fred Willard,John Ratzenberger,Kathy Najimy,Teresa Ganzel,Laraine Newman,MacInTalk,Teddy Newton,Bob Bergen,John Cygan,Pete Docter,Paul Eiding,Donald Fullilove,Jess Harnell,Sherry Lynn,Mickie McGowan,Lori Alan,Colette Whitaker,Jan Rabson,Jeff Pidgeon,Lori Richardson,Andrew Stanton,Jim Ward,Kim Kopf,Angus MacLane,Garrett Palmer,Sigourney Weaver",Andrew Stanton
"Action,Comedy,Crime,Thriller",5174,en,"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.",22.57178,2007,91,Rush Hour 3,6.1,783,"Chris Tucker,Jackie Chan,Hiroyuki Sanada,Max von Sydow,Yvan Attal,Roman Polanski,Zhang Jingchu,Philip Baker Hall,Noémie Lenoir,Sarah Shahi,Youki Kudoh,Tzi Ma,Dana Ivey,Henry O,Mia Tyler,Michael Chow,Kentaro,Ann Christine",Brett Ratner
"Action,Adventure,Science Fiction",14161,en,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",45.274225,2009,158,2012,5.6,4903,"John Cusack,Amanda Peet,Chiwetel Ejiofor,Thandie Newton,Oliver Platt,Tom McCarthy,Woody Harrelson,Danny Glover,Liam James,Morgan Lily,Beatrice Rosen,Johann Urb,John Billingsley,Chin Han,Osric Chau,Lisa Lu,Chang Tseng,Blu Mankuma,George Segal,Stephen McHattie,Jimi Mistry,Ryan McDonald,Zlatko Burić,Philippe Haussmann,Alexandre Haussmann,Beverley Elliott,Patrick Bauchau,Tanya Champoux,Merrilyn Gann,Henry O,Patrick Gilmore,Dean Marshall,Ron Selmour,Viv Leacock,Chris Boyd,Jason Diablo,Anna Mae Routledge,Jill Morrison,Chad Riley,Jason Anthony Griffith,Alex Zahara,Donna Yamamoto,Doron Bell,David Orth,Ty Olsson,Lyndall Grant,Agam Darshi,Raj Lal,Alexandra Castillo,John Mee,Candus Churchill,Luis Javier",Roland Emmerich
"Animation,Drama",17979,en,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",39.744242,2009,96,A Christmas Carol,6.6,1095,"Gary Oldman,Jim Carrey,Steve Valentine,Daryl Sabara,Sage Ryan,Amber Gainey Meade,Ryan Ochoa,Bobbi Page,Ron Bottitta,Sammi Hanratty,Julian Holloway,Colin Firth,Cary Elwes,Robin Wright,Bob Hoskins,Lesley Manville,Molly C. Quinn,Callum Blue",Robert Zemeckis
"Science Fiction,Fantasy,Action,Adventure",76757,en,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",85.36908000000001,2015,124,Jupiter Ascending,5.2,2768,"Mila Kunis,Channing Tatum,Sean Bean,Eddie Redmayne,Douglas Booth,Tuppence Middleton,Gugu Mbatha-Raw,Nikki Amuka-Bird,Christina Cole,Nicholas A. Newman,Ramon Tikaram,Ariyon Bakare,Maria Doyle Kennedy,Frog Stone,David Ajala,Bae Doona,Terry Gilliam,Vanessa Kirby,James D'Arcy,Simon Dutton,Spencer Wilding,Demi Kazanis,Kick Gurry,Tim Pigott-Smith,Charlotte Beaumont,Neil Fingleton,Jeremy Swift,Katherine Cunningham,Luke Neal,Dilyana Bouklieva,Edward Hogg,Jozef Aoki,Tamela D'Amico,Kara Lily Hayworth,Tim Connolly,Alexandra Fraser,Charlotte Rickard,Hazel D'Jan,Eric Ian,Derek Blankenship,Symara A. Templeman,Ekaterina Zalitko,Sharon Coleman,Georgia Winters,Mark Norris,Edd Osmond,Jon Norris,Elina Alminas,Andy Ahrens,Jermaine Tindell,Karen Anderson,Vander McLeod,Thomas Gaitsch,Oleg Nasobin,Sarah Campbell,Olia Klein,Kenny Knight,Rimmel Daniel,Sarah Crowden,Cliff Fleming,Sean Baker,Nathan Geist,Raiden Integra,Ryan Browning Johnson,Clem So,Claire Benedict","Lilly Wachowski,Lana Wachowski"
"Action,Adventure",258489,en,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",42.741719,2016,109,The Legend of Tarzan,5.5,2430,"Alexander Skarsgård,Margot Robbie,Christoph Waltz,Samuel L. Jackson,Djimon Hounsou,Jim Broadbent,Casper Crump,Yule Masiteng,Ben Chaplin,Sidney Ralitsoele,Simon Russell Beale,Osy Ikhile,Mens-Sana Tamakloe,Antony Acheampong,Edward Apeagyei,Ashley Byam,Charles Babalola,William Wollen,Mimi Ndiweni,Matt Cross,Madeleine Worrall,Rory J. Saper,Hadley Fraser,Genevieve O'Reilly,Paul Hamilton,Christopher Benjamin,Bentley Kalu,Abi Adeyemi,Joy Isa,Alex Ferns,Liv Hansen,Alicia Woodhouse,Matt Townsend,Lasco Atkins",David Yates
"Adventure,Family,Fantasy",411,en,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",67.391328,2005,143,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7,2629,"William Moseley,Anna Popplewell,Skandar Keynes,Georgie Henley,Liam Neeson,Tilda Swinton,James McAvoy,Jim Broadbent,Kiran Shah,James Cosmo,Judy McIntosh,Elizabeth Hawthorne,Patrick Kake,Rachael Henley,Mark Wells,Noah Huntley,Sophie Winkleman,Ray Winstone,Dawn French,Rupert Everett,Cameron Rhodes,Philip Steuer,Sim Evan-Jones,Michael Madsen",Andrew Adamson
Science Fiction,246655,en,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",139.272042,2016,144,X-Men: Apocalypse,6.4,4721,"James McAvoy,Michael Fassbender,Jennifer Lawrence,Nicholas Hoult,Oscar Isaac,Rose Byrne,Evan Peters,Josh Helman,Sophie Turner,Tye Sheridan,Lucas Till,Kodi Smit-McPhee,Ben Hardy,Alexandra Shipp,Lana Condor,Olivia Munn,Warren Scherer,Rochelle Okoye,Monique Ganderton,Fraser Aitcheson,Abdulla Hamam,Hesham Hammoud,Antonio Daniel Hidalgo,Al Maini,Berdj Garabedian,Ally Sheedy,Anthony Konechny,Emma Elle Paterson,Manuel Sinor,Gustave Ouimet,Lukas Penar,Ryan Hollyman,Joanne Boland,Nabeel El Khafif,Manuel Tadros,Abanoub Andraous,Aladeen Tawfeek,Carolina Bartczak,T. J. McGibbon,Davide Chiazzese,Sebastian Naskrent,Boris Sichon,Martin Skorek,Kamil Orzechowski,Michael Terlecki,Ahmed Osman,Ziad Ghanem,Moataz Fathi,Tómas Lemarquis,James Loye,Zehra Leverman,Herb Luft,Stan Lee,Joan Lee,Stephen Bogaert,John Bourgeois,Conrad Coates,Dan Lett,Adrian G. Griffiths,Shawn Campbell,Joe Cobden,Henry Hallowell,Danielle Dury,Naomi Frenette,Aj Risi,Raphaël Dury,Ian Rosenberg,Erika Heather Mergl,Tauntaun,Mary-Piper Gaudet,Josh Madryga,Scott Cook,Allen Keng,Tally Rodin,Francis Limoges,Tsu-Ching Yu,Karl Walcott,Desmond Campbell,Ian Geldart,John Ottman,Linda Joyce Nourse,Zeljko Ivanek,Christopher B. MacCabe,Chris Cavener,Ronald Tremblay,Joseph Bellerose,Philippe Hartmann,Sebastien Teller,Alexander Peganov,Simon Therrien,Patrice Martre,James Malloch,Vladimir Alexis,Jason Deline,Hugh Jackman",Bryan Singer
"Drama,Action,Crime,Thriller",155,en,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",187.322927,2008,152,The Dark Knight,8.2,12002,"Christian Bale,Heath Ledger,Aaron Eckhart,Michael Caine,Maggie Gyllenhaal,Gary Oldman,Morgan Freeman,Monique Gabriela Curnen,Ron Dean,Cillian Murphy,Chin Han,Nestor Carbonell,Eric Roberts,Ritchie Coster,Anthony Michael Hall,Keith Szarabajka,Colin McFarlane,Joshua Harto,Melinda McGraw,Nathan Gamble,Michael Vieau,Michael Stoyanov,William Smillie,Michael Jai White,Danny Goldring,Matthew O'Neill,William Fichtner,Olumiji Olawumi,Greg Beam,Erik Hellman,Beatrice Rosen,Vincenzo Nicoli,Edison Chen,Nydia Rodriguez Terracina,Andy Luther,James Farruggio,Tom McElroy,Will Zahrn,James Fierro,Patrick Leahy,Sam Derence,Jennifer Knox,Patrick Clear,Sarah Jayne Dunn,Charles Venn,Winston G. Ellis,David Dastmalchian,Sophia Hinshelwood,Keith Kupferer,Joseph Luis Caballero,Richard Dillane,Daryl Satcher,Chris Petschler,Aidan Feore,Philip Bulcock,Paul Birchard,Walter Lewis,Vincent Riotta,Nancy Crane,K. Todd Freeman,Matt Shallenberger,Michael Andrew Gorman,Lanny Lutz,Peter DeFaria,Matt Rippy,Andrew Bicknell,Ariyon Bakare,Doug Ballard,Helene Wilson,Tommy Campbell,Craig Heaney,Lorna Gayle,Lisa McAllister,Peter Brooke,Joshua Rollins,Dale Rivera,Matthew Leitch,Tom Lister Jr.,Thomas Gaitsch,William Armstrong,Adam Kalesperis,Tristan Tait,Bronson Webb,David Ajala,Gertrude Kyles,Jonathan Ryland,James Scales,Nigel Carrington,Ian Pirie,Lateef Lovejoy,Grahame Edwards,Roger Monk,Ronan Summers,Wai Wong,Michael Corey Foster,Hannah Gunn,Brandon Lambdin,Jon Lee Brody,Debbi Burns,Maritza Cabrera,Shirin Caiola,Laura Chernicky,Henry Milton Chu,Kelli Clevenger,Richard Divizio,Tony Domino,David Fultz,Natalie Hallam,Jordon Hodges,Erron Jay,Daniel Jefferson,Nicky Katt,Thomas Kosik,Don Kress,Tim Krueger,Dan Latham,Tom McComas,James Mellor,Joseph Oliveira,Buster Reeves,Peter Rnic,Amit Shah,Michelle Shields,Sofiya Smirnova,Bruce Spielbauer,Robert Patrick Stern,Robert Stone,Richard Strobel,Tom Townsend,John Turk,John Warman,Erik A. Williams,Chris Wilson,Kevin Zaideman",Christopher Nolan
"Animation,Comedy,Family,Adventure",14160,en,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",92.201962,2009,96,Up,7.7,6870,"Ed Asner,Christopher Plummer,Jordan Nagai,Bob Peterson,Delroy Lindo,Jerome Ranft,John Ratzenberger,David Kaye,Elie Docter,Jeremy Leary,Mickie McGowan,Danny Mann,Donald Fullilove,Jess Harnell,Josh Cooley,Pete Docter",Pete Docter
"Animation,Family,Adventure,Science Fiction",15512,en,"When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...",36.167578000000006,2009,94,Monsters vs Aliens,6.0,1423,"Seth Rogen,Reese Witherspoon,Hugh Laurie,Paul Rudd,Kiefer Sutherland,Rainn Wilson,Will Arnett,Stephen Colbert,Jimmy Kimmel,Julie White,Jeffrey Tambor,Amy Poehler,Ed Helms,Renée Zellweger,Sean Bishop,Rich Dietl,Rob Letterman,Tom McGrath,Chris Miller,Mike Mitchell,Kent Osborne,Latifa Ouaou,Geoffrey Pomeroy,David P. Smith,Lisa Stewart,Conrad Vernon,John Krasinski,Stephen Kearin","Conrad Vernon,Rob Letterman"
